,Metadata_Plate,negcon,poscon,trt
1815,GR00003381,128,112,1296
1816,GR00003382,128,112,1296
1817,GR00003383,128,112,1296
1818,GR00003384,128,112,1296
1819,GR00003386,128,112,1296
1820,GR00003387,128,112,1296
1821,GR00003390,128,112,1295
1822,GR00003391,128,112,1295
1823,GR00003392,128,112,1295
1824,GR00003393,128,112,1295
1825,GR00003394,256,44,1236
1826,GR00003395,128,112,1296
1827,GR00003396,128,112,1296
1828,GR00003412,128,112,1296
1829,GR00003413,128,112,1296
1830,GR00004367,128,112,1290
1831,GR00004368,128,112,1290
1832,GR00004369,128,112,1290
1833,GR00004370,128,112,1290
1834,GR00004371,256,44,1236
1835,GR00004372,128,112,1290
1836,GR00004373,128,112,1290
1837,GR00004374,128,112,1290
1838,GR00004375,128,112,1290
1839,GR00004377,128,112,1284
1840,GR00004378,128,112,1284
1841,GR00004379,128,112,1284
1842,GR00004380,128,112,1284
1843,GR00004382,128,112,1056
1844,GR00004383,128,112,1056
1845,GR00004384,128,112,1056
1846,GR00004385,128,112,1056
1847,GR00004389,128,112,1025
1848,GR00004391,128,112,1296
1849,GR00004392,128,112,1296
1850,GR00004393,128,112,1296
1851,GR00004394,128,112,1296
1852,GR00004395,256,44,1236
1853,GR00004396,128,112,1295
1854,GR00004397,128,112,1295
1855,GR00004398,128,112,1295
1856,GR00004399,128,112,1295
1857,GR00004400,128,112,1296
1858,GR00004401,128,112,1296
1859,GR00004405,128,112,976
1860,GR00004406,128,112,976
1861,GR00004407,128,112,976
1862,GR00004408,128,112,976
1863,GR00004409,256,44,1236
1864,GR00004410,128,112,1295
1865,GR00004411,128,112,1295
1866,GR00004412,128,112,1295
1867,GR00004413,128,112,1295
1868,GR00004414,128,112,1295
1869,GR00004415,128,112,1295
1870,GR00004416,128,112,1295
1871,GR00004417,128,112,1295
1872,GR00004418,128,112,975
1873,GR00004419,128,112,975
1874,GR00004420,128,112,975
1875,GR00004421,128,112,975
1876,J12284a,32,32,320
1877,J12284b,32,32,320
1878,J12284c,32,32,320
1879,J12284d,32,32,320
1880,J12424a,32,32,320
1881,J12424b,32,32,320
1882,J12424c,32,32,320
1883,J12424d,32,32,320
1884,J12428a,32,32,320
1885,J12428b,32,32,320
1886,J12428c,32,32,320
1887,J12428d,32,32,318
1888,J12432a,32,32,320
1889,J12432b,32,32,320
1890,J12432c,32,32,320
1891,J12432d,32,32,320
1892,J12436A,32,32,320
1893,J12436b,32,32,320
1894,J12436c,32,32,317
1895,J12436d,32,32,320
1896,J12440a,32,32,320
1897,J12440b,32,32,320
1898,J12440c,32,32,319
1899,J12446a,32,32,320
1900,J12446b,32,32,320
1901,J12446c,32,32,320
1902,J12446d,32,32,320
1903,J12450a,32,32,319
1904,J12450b,32,32,320
1905,J12450c,32,32,320
1906,J12450d,32,32,320
1907,J12455a,32,32,320
1908,J12455b,32,32,320
1909,J12455c,32,32,185
1910,J12455d,32,32,96
1911,J12459a,32,32,320
1912,J12459b,32,32,320
1913,J12459c,32,32,320
1914,J12459d,32,32,320
1915,JCPQC016,64,11,309
1916,JCPQC017,64,11,309
1917,JCPQC018,64,11,309
1918,JCPQC019,64,11,309
1919,JCPQC020,64,11,309
1920,JCPQC021,64,11,309
1921,JCPQC022,64,11,309
1922,JCPQC023,64,11,309
1923,JCPQC024,64,11,309
1924,JCPQC025,64,11,309
1925,JCPQC028,64,11,309
1926,JCPQC029,64,11,309
1927,JCPQC030,64,11,309
1928,JCPQC031,64,11,309
1929,JCPQC032,64,11,309
1930,JCPQC033,64,11,309
1931,JCPQC034,64,11,309
1932,JCPQC035,64,11,309
1933,JCPQC036,64,11,308
1934,JCPQC037,64,11,309
1935,JCPQC038,64,11,309
1936,JCPQC051,64,11,309
1937,JCPQC052,64,11,309
1938,JCPQC053,64,11,309
1939,JCPQC054,64,11,309
1940,LM37-70_1,64,11,308
1941,LM37-70_2,64,11,309
1942,LM71-102_1,64,11,308
1943,LM71-102_2,64,11,307
1944,SP01P04a,32,32,313
1945,SP01P04b,32,29,318
1946,SP01P04c,32,32,312
1947,SP01P04d,32,32,316
1948,SP05P08a,32,32,306
1949,SP05P08b,32,32,310
1950,SP05P08c,32,32,313
1951,SP05P08d,32,32,315
1952,SP09P12a,32,32,316
1953,SP09P12b,32,32,309
1954,SP09P12c,32,32,316
1955,SP09P12d,32,32,303
1956,SP13P16a,32,32,311
1957,SP13P16b,32,32,312
1958,SP13P16c,32,32,314
1959,SP13P16d,32,32,309
1960,SP16P19a,32,32,318
1961,SP16P19b,32,32,315
1962,SP16P19d,32,32,319
1963,SP20P23a,32,32,315
1964,SP20P23b,32,32,316
1965,SP20P23c,32,32,316
1966,SP20P23d,32,32,319
1967,SP24P27a,32,32,315
1968,SP24P27b,32,32,317
1969,SP28P31a,32,32,318
1970,SP28P31b,32,32,320
1971,SP28P31c,32,32,320
1972,SP28P31d,32,32,319
1973,SP32P35a,32,32,306
1974,SP32P35b,32,32,304
1975,SP32P35c,32,32,306
1976,SP32P35d,32,32,67
1977,SP36P38a,32,32,316
1978,SP36P38b,32,32,314
1979,SP36P38c,32,32,318
1980,UL000081,129,64,1279
1981,UL000083,117,59,1243
1982,UL000087,128,64,1280
1983,UL000089,713,64,695
1984,UL000091,129,64,1279
1985,UL000093,130,64,1277
1986,UL000095,128,64,1280
1987,UL000097,128,64,1280
1988,UL000577,149,64,1259
1989,UL000579,162,64,1246
1990,UL000581,164,64,1244
1991,UL000583,425,64,983
1992,UL000585,128,64,1280
1993,UL000587,487,64,921
1994,UL000593,128,64,1280
1995,UL000595,131,64,1277
1996,UL000597,132,60,1117
1997,UL000599,460,64,948
1998,UL001641,128,64,1280
1999,UL001643,128,64,1280
2000,UL001645,128,64,1280
2001,UL001647,128,64,1280
2002,UL001649,128,64,1279
2003,UL001651,128,64,1280
2004,UL001653,128,64,1280
2005,UL001655,128,64,1280
2006,UL001665,128,64,1280
2007,UL001667,130,64,1278
2008,UL001669,128,64,1280
2009,UL001671,128,64,1280
2010,UL001673,128,64,1280
2011,UL001675,128,64,1280
2012,UL001677,128,64,1280
2013,UL001679,928,64,480
2014,UL001713,164,64,1244
2015,UL001717,162,64,1245
2016,UL001719,143,64,1265
2017,UL001765,129,64,1279
2018,UL001769,130,64,1277
2019,UL001771,128,64,1279
2020,UL001773,142,64,1266
2021,UL001781,256,64,1152
2022,UL001783,128,64,1280
2023,UL001785,123,64,1280
2024,UL001787,126,64,1280
2025,UL001789,128,64,1280
2026,UL001791,128,64,1280
2027,UL001793,128,64,1280
2028,UL001795,127,64,1280
2029,UL001797,129,64,1279
2030,UL001799,128,64,1280
